expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
6/13/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
6/16/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Ahmad  Saman Qadeer Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
7/11/22,BattleAxe Digital,1405 Florida Avenue NW  Washington  District Of Columbia 20009,Business/Group/Organization,4000,Boafo  Adrian Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
3/16/22,Wix.com LTD,40 Namal  Tel Aviv  ISRAEL,Business/Group/Organization,114.48,Angelot  Luc for School Board,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
1/22/22,Fiverr,8 Eliezer Kaplan Street  Tel Aviv 6473409  ISRAEL,Business/Group/Organization,38.93,Angelot  Luc for School Board,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
8/18/22,Instagram,1 Hacker  Menlo Park  California 94025,Business/Group/Organization,30,Angelot  Luc for School Board,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/13/22,WCBC Radio,P.O. Box 1290  Cumberland  Maryland 21501,Business/Group/Organization,99,CutMDSalesTax2Cents.com-Robin Ficker,Media,Radio,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
7/11/22,Manning Media,880 Commonwealth Ave.  Hagerstown  Maryland 21740,Business/Group/Organization,3500,CutMDSalesTax2Cents.com-Robin Ficker,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
7/15/22,Manning Media,880 Commonwealth Ave.  Hagerstown  Maryland 21740,Business/Group/Organization,3500,CutMDSalesTax2Cents.com-Robin Ficker,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
7/15/22,HUSTLE INC,548 MARKET STREET  FREDERICK  Maryland 21701,Business/Group/Organization,100,Duckett  (Kavonte) for Frederick,Media,Phones / Robo calls,NA,Credit Card/Visa,NA,Electoral,NA,NA
6/9/22,The Beytin Agency  LLC,3201 N. Nottingham St  Arlington  Virginia 22207,Business/Group/Organization,22500,Elect Sitting Judges Montgomery County Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/10/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,30833.68,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,NA,Youtube,Electoral,Digital Ad Buy,NA
7/10/22,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,3257.32,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Digital Ad Buy,NA
7/6/22,Human Age Digit,2700 Post Oak Blvd  21st Floor  HOUSTON  Texas 77056,Business/Group/Organization,5000,Mireku-North  Bernice Friends of,Media,Videos,NA,Debit Card,NA,Electoral,NA,NA
7/13/22,Facebook Campaign,1 Hacker Way  Menio Park  California 94025,Business/Group/Organization,250,Brooks  David Authority of Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,videos on facebook,NA
7/27/22,Google Domain,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.36,Brooks  David Authority of Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,domain,NA
8/1/22,Facebook Campaign,1 Hacker Way  Menio Park  California 94025,Business/Group/Organization,50,Brooks  David Authority of Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,running ads,NA
7/5/22,Grassroots Media,146 Montgomery Ave  Suite 201  Bala Cynwyd  Pennsylvania 19004,Business/Group/Organization,140000,Vignarajah  Thiru for Baltimore,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
7/15/22,Grassroots Media,146 Montgomery Ave  Suite 201  Bala Cynwyd  Pennsylvania 19004,Business/Group/Organization,45000,Vignarajah  Thiru for Baltimore,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
7/12/22,Grassroots Media,146 Montgomery Ave  Suite 201  Bala Cynwyd  Pennsylvania 19004,Business/Group/Organization,43170.76,Vignarajah  Thiru for Baltimore,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
7/5/22,Grassroots Media,146 Montgomery Ave  Suite 201  Bala Cynwyd  Pennsylvania 19004,Business/Group/Organization,8831,Vignarajah  Thiru for Baltimore,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
7/8/22,Tribune Publishing,560 W Grand Avenue  Chicago  Illinois 60654,Business/Group/Organization,5000,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Wire Transfer,NA,Electoral,NA,NA
7/15/22,Grassroots Media,146 Montgomery Ave  Suite 201  Bala Cynwyd  Pennsylvania 19004,Business/Group/Organization,4997.02,Vignarajah  Thiru for Baltimore,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
7/24/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,609.25,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/19/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/19/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/18/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/18/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/18/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/18/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/18/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/15/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/12/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/10/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/8/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/7/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,900,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
7/4/22,Thiruvendran Vignarajah,1211 Light Street  Baltimore  Baltimore City  Maryland 21230,Individual,125,Vignarajah  Thiru for Baltimore,Media,Online Advertising,NA,Check,Facebook,Electoral,NA,NA
8/5/22,Google G Suite,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,38.16,McKay  Januari Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
8/4/22,Google G Suite,1600 Amphitheatre Pkwy  1600 Amphitheatre Pk  California 94043,Business/Group/Organization,38.16,McKay  Januari Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/25/22,E Plus Graphics & Promotions,1 East Main St.  PO Box 43  Emmitsburg  Maryland 21727,Business/Group/Organization,227.7,Hagen  Kai Friends of,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
7/25/22,Emmitsburg News Journal,P. O. Box 543  Emmitsburg  Maryland 21727,Business/Group/Organization,620,Hagen  Kai Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
8/5/22,KAI JOHN  HAGEN,13150 Mink Farm Road  Thurmont  Maryland 21788,Self (Candidate),555,Hagen  Kai Friends of,Media,Online Advertising,NA,Check,Meta,Electoral,NA,NA
7/8/22,Blue Nation Strategies,5900 Harwick Road  Bethesda  Maryland 20816,Business/Group/Organization,175,Solomon  Jared Friends of,Media,Videos,NA,Check,NA,Electoral,NA,NA
9/15/22,Rambillo  Inc.,359 Smith Street  Brooklyn  New York 11231,Business/Group/Organization,100,Walsh  Liz (Elizabeth)  for Howard County,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
7/16/22,FACEBOOK INC.,1601 S. California Ave.  Palo Alto  California 94304,Business/Group/Organization,500,Carr  Alfred Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
7/31/22,FACEBOOK INC.,1601 S. California Ave.  Palo Alto  California 94304,Business/Group/Organization,101.4,Carr  Alfred Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
8/4/22,Constant Contact,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,Business/Group/Organization,715.5,Carr  Alfred Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
8/6/22,Molly Allen Assoc.,10402 Parkwood Dr  Kensington  Maryland 20895,Business/Group/Organization,1250,Carr  Alfred Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
8/12/22,Molly Allen Assoc.,10402 Parkwood Dr  Kensington  Maryland 20895,Business/Group/Organization,1000,Carr  Alfred Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
8/19/22,Molly Allen Assoc.,10402 Parkwood Dr  Kensington  Maryland 20895,Business/Group/Organization,250,Carr  Alfred Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
7/23/22,ALFRED  CARR,3904 Washington Street  Kensington  Maryland 20895,Self (Candidate),12.99,Carr  Alfred Friends Of,Media,Graphic Design,NA,NA,Canva,Electoral,NA,NA
7/5/22,MailChimp,675 Ponce de Leon Ave NE Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,143.1,"Patti  Donald ""DP"" Patti Friends of",Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/7/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,410,"Patti  Donald ""DP"" Patti Friends of",Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/11/22,CAMPAIGN PARTNER Inc.,1751 Pinnacle Dr Ste 1000  Mc Lean  Virginia 22102,Business/Group/Organization,29,"Patti  Donald ""DP"" Patti Friends of",Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/2/22,MailChimp,675 Ponce de Leon Ave NE Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,159,"Patti  Donald ""DP"" Patti Friends of",Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/10/22,CAMPAIGN PARTNER Inc.,1751 Pinnacle Dr Ste 1000  Mc Lean  Virginia 22102,Business/Group/Organization,29,"Patti  Donald ""DP"" Patti Friends of",Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/23/22,Kibela Print,7464 Wounded Knee Rd  Lorton  Virginia 22079,Business/Group/Organization,274.14,"Patti  Donald ""DP"" Patti Friends of",Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/11/22,LATASHA RENEE  WARD,4403 Holmehurst way  Bowie  Maryland 20720-3453,Self (Candidate),750,Ward  LaTasha Friends of,Media,Media - Website Development,NA,Credit Card/Visa,Viral Website,Electoral,NA,NA
8/9/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,9.91,Roebuck  Monica Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/29/22,I.T. with Merritts LLC,913 Market Street  Pocomoke  Maryland 21851,Business/Group/Organization,150,Nordstrom  (Joshua) in November,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
8/13/22,IT with Merritts LLC,913 Market Street  Pocomoke City  Maryland 21851,Business/Group/Organization,150,Nordstrom  (Joshua) in November,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
11/5/21,Wix.com,500 Terry A Francois Blvd. 6th Fl  San Francisco  California 94158,Business/Group/Organization,180,Collins  Jocelyn I. Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Campaign email addresses.,NA
11/5/21,Wix.com,500 Terry A Francois Blvd. 6th Fl.  San Francisco  California 94158,Business/Group/Organization,138,Collins  Jocelyn I. Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Campaign Website Fee,NA
10/9/21,Malik Whatley,300 St. Paul PL Apt. 1101  Baltimore  Maryland 21202,Individual,300,Collins  Jocelyn I. Friends of,Media,Videos,NA,Money Order,NA,Electoral,Campaign Intro Video,NA
3/29/22,Stronger Than Communications,7314 Trescott Ave  Takoma Park  Maryland 20912,Business/Group/Organization,1000,Riemer  Hans Grassroots Supporters of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,media buy: March FB Acquisition,NA
7/8/22,Creative Cox,9015 Edgewood Lan  Highlands Ranc  Maryland 80130,Business/Group/Organization,150,Cox  Anita Mpambara Neighbors of,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
7/8/22,3 Sixty Strategies  LLC,157 Baltimore Street  Suite 102  Cumberland  Maryland 21502,Business/Group/Organization,1500,Tomlinson  Christopher Friends of,Media,TV,NA,Check,NA,Electoral,NA,NA
7/26/22,CHRISTOPHER LEE  TOMLINSON,4305 Hanover Pike  Manchester  Maryland 21102,Self (Candidate),102,Tomlinson  Christopher Friends of,Media,Phones / Robo calls,NA,Check,RoboDial.org,Electoral,NA,NA
5/12/21,Wix.com,LTD 40 Namal  Tel Aviv  6350671  ISRAEL,Business/Group/Organization,216,Niburg  Becca (Rebecca) Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,Web hosting & emails services.,NA
6/2/21,Wix.com,LTD 40 Namal  Tel Aviv  6350671  ISRAEL,Business/Group/Organization,72,Niburg  Becca (Rebecca) Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,Website/Email,NA
8/8/22,Kenefick Communications,2803 Lake View Drive  Annapolis  Maryland 21403,Business/Group/Organization,1666.66,Montgomery Co. Career Firefighters Assn. Local 1664 PAC,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2/11/22,Fox & Lion Communication,12 W Madison St  Baltimore  Maryland 21202,Business/Group/Organization,1375,Branch  Talmadge Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
3/18/22,CONSTANT CONTACT,1601 Trapelo Rd  Waltham  Massachusetts 02451,Business/Group/Organization,47.7,Branch  Talmadge Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
7/21/22,Pamela Young,1435 Shady Rest Road  Shady Side  Anne Arundel   Maryland 20764,Individual,24.33,Shifflett  Jeremy Supporters for,Media,Graphic Design,NA,Debit Card,Amazon,Electoral,NA,NA
7/21/22,Pamela Young,1435 Shady Rest Road  Shady Side  Anne Arundel   Maryland 20764,Individual,79.52,Shifflett  Jeremy Supporters for,Media,Graphic Design,NA,Debit Card,Amazon,Electoral,Tshirts for campign,NA
7/28/22,Micheals Crafts,Glen Burine  GLen Burnie  Maryland 21060,Business/Group/Organization,15.23,Shifflett  Jeremy Supporters for,Media,Graphic Design,NA,Debit Card,NA,Electoral,Tshirt for campaing,NA
8/15/22,My Content Company,29 C St  Laurel  Maryland 20707,Business/Group/Organization,99,Shifflett  Jeremy Supporters for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/6/22,Leisure World,3700 Rossmoor Blvd  Silver Spring  Maryland 20906,Business/Group/Organization,375,Pope  Jeremiah Citizens for,Media,Newspaper,NA,Check,NA,Electoral,Campaign Ad,NA
7/18/22,Texting for Less LLC,354 State Street  Hackensack  New Jersey 07601,Business/Group/Organization,647.5,Jalisi  (Hasan) Friends of,Media,Phones / Robo calls,NA,EFT,NA,Electoral,NA,NA
7/18/22,Texting for Less LLC,354 State Street  Hackensack  New Jersey 07601,Business/Group/Organization,212,Jalisi  (Hasan) Friends of,Media,Phones / Robo calls,NA,EFT,NA,Electoral,NA,NA
8/18/22,Michael Bradley,7975 MONARCH ST  WHITE PLAINS  Maryland 20695,Individual,500,Long  Jeffrie Friends of,Media,Videos,NA,Check,NA,Electoral,NA,NA
7/31/22,Calvert Democrats,250 Merrimac Ct.  Prince Frederick  Maryland 20678,Business/Group/Organization,1000,Long  Jeffrie Friends of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
7/5/22,Google,1600 Ampitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,19.08,Long  Jeffrie Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Website Hosting,NA
8/23/22,Wix.com,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,30.74,Jaramillo  James (Jimmy) for Talbot County Council,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
9/3/22,Wix.com LTD,40 Namal  Tel Aviv 6350671  ISRAEL,Business/Group/Organization,343.44,Pontius  Joan Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/4/22,SPM STRATEGIES  LLC,2812 S. COLUMBUS ST  ARLINGTON  Virginia 22206,Business/Group/Organization,200,McLAUGHLIN  PATRICK FOR QUEEN ANNE'S COUNTY COMMISSIONER,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
7/4/22,SPM STRATEGIES  LLC,2812 S. COLUMBUS ST  ARLINGTON  Virginia 22206,Business/Group/Organization,200,McLAUGHLIN  PATRICK FOR QUEEN ANNE'S COUNTY COMMISSIONER,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
7/12/22,THE SHORE UPDATE,658 Del Rhodes Ave  Queenstown  Maryland 21658,Business/Group/Organization,224,McLAUGHLIN  PATRICK FOR QUEEN ANNE'S COUNTY COMMISSIONER,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/18/22,THE SHORE UPDATE,658 Del Rhodes Ave  Queenstown  Maryland 21658,Business/Group/Organization,200,McLAUGHLIN  PATRICK FOR QUEEN ANNE'S COUNTY COMMISSIONER,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
8/1/22,Tholander Consulting  LLC,1221 Van St SE  Apt 722  Washington  District Of Columbia 20003,Business/Group/Organization,6236.5,McMillan  Herb Friends Of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Email Marketing,NA
8/8/22,Jennifer Johnson,3005 Marlin Dr  Riva  Maryland 21140,Business/Group/Organization,50,McMillan  Herb Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphic Design,NA
7/11/22,Jennifer Johnson,3005 Marlin Dr  Riva  Maryland 21140,Business/Group/Organization,360,McMillan  Herb Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphic Design,NA
7/17/22,SPM Strategies,5612 Herberts Crossing  Burke  Virginia 22015,Business/Group/Organization,7975,McMillan  Herb Friends Of,Media,Online Advertising,NA,Check,NA,Electoral,FB  Web ads & videos,NA
7/27/22,TIDEWATER TRADER INC,P.O. Box 412  Chestertown  Maryland 21620,Business/Group/Organization,110,Kennard  Sherise Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
8/2/22,APG MEDIA OF CHESAPEAKE LLC,223 High Street  Chestertown  Maryland 21620,Business/Group/Organization,295,Kennard  Sherise Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/22/22,GoDaddy.com LLC,2299 w. Obispo Ave  #201  Gilbert  Arizona 85233,Business/Group/Organization,6.35,Wilson  Sean Michael  Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/6/22,Facebook  Inc.,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/8/22,Narrative Creative Agency,2648 Ogleton Road  Annapolis  Maryland 21403,Business/Group/Organization,1000,Shuman  Eve T. Friends of,Media,Videos,NA,Check,NA,Electoral,NA,NA
7/18/22,NextDoor,420 Taylor St.  San Francisco  California 94102,Business/Group/Organization,465,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/18/22,ConstantContact  Inc.,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,47.7,Shuman  Eve T. Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/18/22,Audible,1 Washington Park  Newark  New Jersey 07102,Business/Group/Organization,15.85,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/19/22,Bruce Washington,6013 Lottie Pl  Clinton  Maryland 20735,Individual,2110,Shuman  Eve T. Friends of,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
7/25/22,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,350,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/29/22,Facebook  Inc.,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,654.43,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/1/22,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,35.04,Shuman  Eve T. Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/8/22,Narrative Creative Agency,2648 Ogleton Road  Annapolis  Maryland 21403,Business/Group/Organization,1000,Shuman  Eve T. Friends of,Media,Videos,NA,Check,NA,Electoral,NA,NA
8/18/22,Audible,1 Washington Park  Newark  New Jersey 07102,Business/Group/Organization,15.85,Shuman  Eve T. Friends of,Media,Radio,NA,Debit Card,NA,Electoral,NA,NA
8/16/22,ConstantContact  Inc.,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,47.7,Shuman  Eve T. Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/6/22,Point Blank Political,330	Crown Oak Centre Dr  Longwood  Florida 32750,Business/Group/Organization,1510.08,Hall  William BJ Citizens For,Media,Phones / Robo calls,NA,EFT,NA,Electoral,NA,NA
7/7/22,APTmedia,PO Box 136  Chaptico  Maryland 20659,Business/Group/Organization,150,Hall  William BJ Citizens For,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/11/22,Scott Cutter,837 Gephardt Drive  Cumberland  Maryland 21502,Business/Group/Organization,500,Smero  Kathleen Citizens For,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
7/11/22,SAMUEL  ELIRA,2714 Moores Plains Blvd.  Upper Marlboro  Maryland 20774,Self (Candidate),1200,Elira  Samuel Q. Friends of,Media,Radio,NA,Debit Card,NA,Electoral,Money for radio advertising for Sam Campaign,NA
7/15/22,Tri State Printing,120 Bester St.  Hagerstown  Maryland 21740,Business/Group/Organization,491.38,Fraser  Stanford Friends of,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/15/22,Go Union Printing,2600 9th St N # 302  St. Petersburg  Florida 33704,Business/Group/Organization,927.64,Fraser  Stanford Friends of,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/18/22,Effectv TV,303 Valley Ave. Suite 104  Winchester  Virginia 22601,Business/Group/Organization,4000,Fraser  Stanford Friends of,Media,TV,NA,Debit Card,NA,Electoral,NA,NA
7/18/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,1700,Fraser  Stanford Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/19/22,House of Print and Threads,11890 Old Baltimore Pike  Beltsville  Maryland 20705,Business/Group/Organization,2000,Fraser  Stanford Friends of,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/18/22,CONSTANT CONTACT,1601 Trapelo Rd  Waltham  Massachusetts 02451,Business/Group/Organization,47.7,Branch  Talmadge Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
1/31/22,Harbor Bank of Md,3240 BELAIR RD  BALTIMORE  Maryland 21213,Business/Group/Organization,12,Branch  Talmadge Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2/1/22,Buffer Publish,2443 Fillmore Street #380-7163  San Francisco  California 94115,Business/Group/Organization,15,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/1/22,Buffer Publish,2443 Fillmore Street #380-7163  San Francisco  California 94115,Business/Group/Organization,15,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/1/22,Buffer Publish,2443 Fillmore Street #380-7163  San Francisco  California 94115,Business/Group/Organization,15,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/2/22,Buffer Publish,2443 Fillmore Street #380-7163  San Francisco  California 94115,Business/Group/Organization,15,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
6/1/22,Buffer Publish,2443 Fillmore Street #380-7163  San Francisco  California 94115,Business/Group/Organization,15,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/18/22,Third Degree,2733 E. Elm St.  Phoenix  Arizona 85016,Business/Group/Organization,91.18,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
3/31/22,Jastin Tech,6751 Columbia Gateway Dr  Columbia  Maryland 21046,Business/Group/Organization,673.55,Novotny  Reid J. Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
6/27/22,Pendragon Consulting LLC,3340 Peachtree Rd NE  Atlanta  Georgia 30326,Business/Group/Organization,329.58,Robinson  Mavourene for Maryland,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
6/26/22,Staples,4380-B Montgomery Road  Ellicott City  Maryland 21043,Business/Group/Organization,227.89,Robinson  Mavourene for Maryland,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/29/21,SPM Strategies  LLC,5612 Herberts Crossing Drive  Burke  Virginia 22015,Business/Group/Organization,2091.8,Cassilly  Bob Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
3/31/22,George E  White,1 Red Jonathan Court  Pikesville  Baltimore Co.   Maryland 21208,Individual,300,Pasteur  Cheryl Friends for,Media,Graphic Design,NA,Check,George White,Electoral,Photos for Fundraiser Event,NA
7/11/22,Squarespace  Inc.,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,32.86,Weech  Natalie 4 US,Media,Media - Website Development,NA,EFT,NA,Electoral,website,NA
