Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A020348,"Ross, Justin",RISE Investment Partners,EDEN S,01/12/22-04/30/22,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A020352,"Ross, Justin",RISE Investment Partners,Calvin Cafritz Enterprises,01/12/22-04/30/22,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A020350,"Ross, Justin",RISE Investment Partners,Prince George's County Government,01/12/22-04/30/22,"$11,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,500.00"
A020351,"Ross, Justin",RISE Investment Partners,Prince George's County Government,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019905,"Rowland, Jonathon",Rowland Strategies LLC ,Maryland Association of Nurse Anesthetists,05/01/22-05/01/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019904,"Rowland, Jonathon",Rowland Strategies LLC ,Maryland Association of Nurse Anesthetists,01/05/22-04/30/22,"$14,000.00",$0.00,$0.00,$0.00,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$38,000.00"
A017191,"Rozner, Joel",Rifkin Weiner Livingston LLC,Blockchain.com,11/01/21-04/30/22,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$618.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,618.00"
A017183,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Neurocrine Biosciences, Inc.",11/01/21-04/30/22,"$8,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,500.00"
A017177,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Food & Friends, Inc.",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017379,"Rozner, Joel",Rifkin Weiner Livingston LLC,Macquarie Capital (USA) Inc.,11/01/21-04/30/22,"$90,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$309.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$90,309.00"
A017247,"Rozner, Joel",Rifkin Weiner Livingston LLC,Envirotest Systems Holdings Corp.,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017182,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.",05/01/22-10/31/22,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A017328,"Rozner, Joel",Rifkin Weiner Livingston LLC,Maryland Association of Realtors,05/01/22-10/31/22,"$35,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,400.00"
A017294,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Waste Management, Inc.",05/01/22-10/31/22,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$297.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,797.00"
A017194,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Enterprise RAC Company of Baltimore, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017284,"Rozner, Joel",Rifkin Weiner Livingston LLC,Maryland Automobile Dealers Association,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017180,"Rozner, Joel",Rifkin Weiner Livingston LLC,"URW Airports, LLC",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017331,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Facebook, Inc. to Meta platforms, Inc.",11/01/21-04/30/22,"$35,000.00","$5,241.85",$0.00,$0.00,$0.00,$0.00,$618.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,859.85"
A017325,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC",11/01/21-04/30/22,"$90,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$721.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$90,721.00"
A017329,"Rozner, Joel",Rifkin Weiner Livingston LLC,Google LLC and its Affiliates,11/01/21-04/30/22,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A017291,"Rozner, Joel",Rifkin Weiner Livingston LLC,FedEx Corporation,11/01/21-04/30/22,"$72,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,831.81",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$73,831.81"
A017193,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Enterprise RAC Company of Baltimore, LLC",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017175,"Rozner, Joel",Rifkin Weiner Livingston LLC,Horizon Land Company,11/01/21-04/30/22,"$5,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,900.00"
A017299,"Rozner, Joel",Rifkin Weiner Livingston LLC,Maryland Care Inc. dba Maryland Physicians Care,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017318,"Rozner, Joel",Rifkin Weiner Livingston LLC,SCI Management,05/01/22-10/31/22,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A017176,"Rozner, Joel",Rifkin Weiner Livingston LLC,Horizon Land Company,05/01/22-10/31/22,"$5,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,300.00"
A017298,"Rozner, Joel",Rifkin Weiner Livingston LLC,Optotraffic,05/01/22-10/31/22,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A017196,"Rozner, Joel",Rifkin Weiner Livingston LLC,Encompass Health,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017192,"Rozner, Joel",Rifkin Weiner Livingston LLC,Blockchain.com,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017324,"Rozner, Joel",Rifkin Weiner Livingston LLC,Colonial Pipeline Company,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017248,"Rozner, Joel",Rifkin Weiner Livingston LLC,Envirotest Systems Holdings Corp.,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017319,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Orsted North America, Inc.",11/01/21-04/30/22,"$106,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$618.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$106,618.00"
A017295,"Rozner, Joel",Rifkin Weiner Livingston LLC,TC Energy,11/01/21-04/30/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A017323,"Rozner, Joel",Rifkin Weiner Livingston LLC,Colonial Pipeline Company,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017293,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Waste Management, Inc.",11/01/21-04/30/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$412.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,412.00"
A017195,"Rozner, Joel",Rifkin Weiner Livingston LLC,Encompass Health,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017315,"Rozner, Joel",Rifkin Weiner Livingston LLC,Washington Area New Automobile Dealers Association (WANADA),11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017327,"Rozner, Joel",Rifkin Weiner Livingston LLC,Maryland Association of Realtors,11/01/21-04/30/22,"$45,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$515.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$45,515.00"
A017181,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.",11/01/21-04/30/22,"$50,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$618.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,618.00"
A017301,"Rozner, Joel",Rifkin Weiner Livingston LLC,Children's National Health System,11/01/21-04/30/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A017292,"Rozner, Joel",Rifkin Weiner Livingston LLC,FedEx Corporation,05/01/22-10/31/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$297.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,297.00"
A017332,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Facebook, Inc. to Meta platforms, Inc.",05/01/22-10/31/22,"$14,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$297.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,297.00"
A017320,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Orsted North America, Inc.",05/01/22-10/31/22,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$297.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,297.00"
A017380,"Rozner, Joel",Rifkin Weiner Livingston LLC,Macquarie Capital (USA) Inc.,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017184,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Neurocrine Biosciences, Inc.",05/01/22-10/31/22,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A017316,"Rozner, Joel",Rifkin Weiner Livingston LLC,Washington Area New Automobile Dealers Association (WANADA),05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017300,"Rozner, Joel",Rifkin Weiner Livingston LLC,Maryland Care Inc. dba Maryland Physicians Care,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017178,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Food & Friends, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017304,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017297,"Rozner, Joel",Rifkin Weiner Livingston LLC,Optotraffic,11/01/21-04/30/22,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$309.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,309.00"
A017283,"Rozner, Joel",Rifkin Weiner Livingston LLC,Maryland Automobile Dealers Association,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017179,"Rozner, Joel",Rifkin Weiner Livingston LLC,"URW Airports, LLC",11/01/21-04/30/22,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00"
A017326,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC",05/01/22-10/31/22,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$297.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,297.00"
A017296,"Rozner, Joel",Rifkin Weiner Livingston LLC,TC Energy,05/01/22-10/31/22,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00"
A017303,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017321,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Maryland Jockey Club (Pimlico, Laurel and Rosecroft Racetracks)",11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017317,"Rozner, Joel",Rifkin Weiner Livingston LLC,SCI Management,11/01/21-04/30/22,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A017322,"Rozner, Joel",Rifkin Weiner Livingston LLC,"Maryland Jockey Club (Pimlico, Laurel and Rosecroft Racetracks)",05/01/22-10/31/22,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A017330,"Rozner, Joel",Rifkin Weiner Livingston LLC,Google LLC and its Affiliates,05/01/22-10/31/22,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00"
A017302,"Rozner, Joel",Rifkin Weiner Livingston LLC,Children's National Health System,05/01/22-10/31/22,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A019862,"Ruffins, Robert",The Education Trust,"Education Trust, The",01/04/22-04/30/22,$800.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$800.00
A019863,"Ruffins, Robert",The Education Trust,"Education Trust, The",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A017991,"Ruth, Laurence",Women's Law Center of Maryland Inc.,"Women's Law Center of Maryland, Inc.",11/03/21-04/30/22,"$2,621.00","$5,777.00",$0.00,$0.00,$217.00,$0.00,$580.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,195.00"
A017992,"Ruth, Laurence",Women's Law Center of Maryland Inc.,"Women's Law Center of Maryland, Inc.",05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A014878,"Ryan, Tara",Entertainment Software Association,Entertainment Software Association,11/01/21-04/30/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A014879,"Ryan, Tara",Entertainment Software Association,Entertainment Software Association,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A016653,"Sadler, Keron",Maryland Nonprofits,Maryland Nonprofits,11/01/21-04/30/22,"$1,463.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,463.00"
A016654,"Sadler, Keron",Maryland Nonprofits,Maryland Nonprofits,05/01/22-10/31/22,$745.12,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$745.12
A019572,"Sadwin, Ariel",Agudath Israel of Maryland,Agudath Israel of Maryland,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019571,"Sadwin, Ariel",Agudath Israel of Maryland,Agudath Israel of Maryland,12/12/21-04/30/22,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A018185,"Sailer, Brian",Flywheel Government Solutions,Adobe,11/01/21-02/01/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018184,"Sailer, Brian",Flywheel Government Solutions,Iron Mountain,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018190,"Sailer, Brian",Flywheel Government Solutions,Bloom Energy,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A018187,"Sailer, Brian",Flywheel Government Solutions,JCI,11/01/21-04/30/22,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A018189,"Sailer, Brian",Flywheel Government Solutions,Bloom Energy,11/01/21-04/30/22,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A018183,"Sailer, Brian",Flywheel Government Solutions,Iron Mountain,11/01/21-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A018188,"Sailer, Brian",Flywheel Government Solutions,JCI,05/01/22-10/31/22,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A019339,"Sanchez, Delora",Cornerstone Government Affairs,Baltimore County Public Library Board of Trustees,11/01/21-04/30/22,"$9,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,600.00"
A019293,"Sanchez, Delora",Cornerstone Government Affairs,Owner-Operator Independent Drivers Association,11/01/21-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,100.00"
A019337,"Sanchez, Delora",Cornerstone Government Affairs,Horizon Therapeutics,11/01/21-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A019335,"Sanchez, Delora",Cornerstone Government Affairs,Hunt Companies,11/01/21-12/31/21,"$6,080.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,080.00"
A019269,"Sanchez, Delora",Cornerstone Government Affairs,Maryland Troopers Association,11/01/21-04/30/22,"$8,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,800.00"
A019267,"Sanchez, Delora",Cornerstone Government Affairs,Palo Alto Networks,11/01/21-04/30/22,"$8,025.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,025.00"
A019341,"Sanchez, Delora",Cornerstone Government Affairs,Anthem Inc. and Its Affiliates including Amerigroup,11/01/21-04/30/22,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
A019342,"Sanchez, Delora",Cornerstone Government Affairs,Anthem Inc. and Its Affiliates including Amerigroup,05/01/22-07/14/22,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A019276,"Sanchez, Delora",Cornerstone Government Affairs,"Clark Construction Group, LLC",05/01/22-10/31/22,"$15,370.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,370.00"
A019302,"Sanchez, Delora",Cornerstone Government Affairs,Capital One,05/01/22-10/31/22,"$16,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,800.00"
A019326,"Sanchez, Delora",Cornerstone Government Affairs,Golden Entertainment,05/01/22-10/31/22,"$19,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,200.00"
A019280,"Sanchez, Delora",Cornerstone Government Affairs,Make-A-Wish Mid-Atlantic Inc.,05/01/22-10/31/22,"$1,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,300.00"
A020788,"Sanchez, Delora",Cornerstone Government Affairs,University of Maryland Medical System,05/01/22-10/31/22,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,100.00"
A019290,"Sanchez, Delora",Cornerstone Government Affairs,St. Mary's College of Maryland Foundation,05/01/22-10/31/22,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
A019310,"Sanchez, Delora",Cornerstone Government Affairs,Maryland Hospital Association,05/01/22-10/31/22,"$31,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,515.00"
A019352,"Sanchez, Delora",Cornerstone Government Affairs,Mid-Atlantic NATO,05/01/22-10/31/22,"$7,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,400.00"
A019348,"Sanchez, Delora",Cornerstone Government Affairs,Town of La Plata,05/01/22-10/31/22,"$15,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,700.00"
A019346,"Sanchez, Delora",Cornerstone Government Affairs,"NRG Energy, Inc.",05/01/22-10/31/22,"$20,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,500.00"
A019328,"Sanchez, Delora",Cornerstone Government Affairs,"ForwardGro, Inc.",05/01/22-10/31/22,"$9,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,600.00"
A019295,"Sanchez, Delora",Cornerstone Government Affairs,Organon LLC,11/01/21-02/06/22,"$9,900.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,900.00"
A019303,"Sanchez, Delora",Cornerstone Government Affairs,"AstraZeneca Pharmaceuticals, LP",11/01/21-04/30/22,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A019329,"Sanchez, Delora",Cornerstone Government Affairs,"Choptank Electric Cooperative, Inc.",11/01/21-04/30/22,"$9,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,600.00"
A019343,"Sanchez, Delora",Cornerstone Government Affairs,American Petroleum Institute,11/01/21-04/30/22,"$16,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,800.00"
A019285,"Sanchez, Delora",Cornerstone Government Affairs,"Lifebridge Health, Inc.",11/01/21-04/30/22,"$25,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,200.00"
A019351,"Sanchez, Delora",Cornerstone Government Affairs,Mid-Atlantic NATO,11/01/21-04/30/22,"$6,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,600.00"
A019318,"Sanchez, Delora",Cornerstone Government Affairs,Clean Earth,05/01/22-05/31/22,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A019317,"Sanchez, Delora",Cornerstone Government Affairs,Clean Earth,11/01/21-04/30/22,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A019266,"Sanchez, Delora",Cornerstone Government Affairs,Service Coordination Inc.,05/01/22-10/31/22,"$14,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,400.00"
A019286,"Sanchez, Delora",Cornerstone Government Affairs,"Lifebridge Health, Inc.",05/01/22-10/31/22,"$22,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,200.00"
