Form ID,Lobbyist/Registrant,clean_lobbyist_registrant,Organization/Firm,clean_organization_firm,Employer,clean_employer,Registration Period
R013071,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz, Wise & Kauffman P.A.","Schwartz, Metz, Wise & Kauffman, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/22-10/31/23
R008836,"Kasemeyer, Pamela M","Kasemeyer, Pamela M","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R000218,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/19-10/31/20
R005273,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/20-10/31/21
R005250,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/20-10/31/21
R000211,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/19-10/31/20
R008882,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R008895,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/21-10/31/22
R013395,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz, Wise & Kauffman, P.A.","Schwartz, Metz, Wise & Kauffman, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R005181,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R013094,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz, Wise & Kauffman, P.A.","Schwartz, Metz, Wise & Kauffman, P.A.",National Waste & Recycling Association,National Waste & Recycling Association,11/01/22-10/31/23
R013096,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz, Wise & Kauffman, P.A.","Schwartz, Metz, Wise & Kauffman, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/22-10/31/23
R000191,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/19-10/31/20
R008897,"Kauffman, Danna L","Kauffman, Danna L","Schwartz, Metz & Wise, P.A.","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.","Waste Management, Inc.",11/01/21-10/31/22
R013819,"Kerr, Caitlin Nichole","Kerr, Caitlin Nichole",The Nature Conservancy,The Nature Conservancy,"Nature Conservancy, The","Nature Conservancy, The",11/01/22-10/31/23
R003362,"Kerr, Caitlin Nichole","Kerr, Caitlin Nichole",The Nature Conservancy,The Nature Conservancy,"Nature Conservancy, The","Nature Conservancy, The",01/21/20-10/31/20
R013058,"Klase, Anne ","Klase, Anne ","Pepco Holdings, Inc","Pepco Holdings, Inc","Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/22-10/31/23
R008545,"Kress, William Allen","Kress, William Allen",Kress Hammen Government Affairs,Kress Hammen Government Affairs,WGL Energy,WGL Energy,11/01/21-10/31/22
R005729,"Kress, William Allen","Kress, William Allen","The Capital Law Firm, PA","The Capital Law Firm, PA","Retail Energy Supply Association, The","Retail Energy Supply Association, The",11/01/20-10/31/21
R005730,"Kress, William Allen","Kress, William Allen","The Capital Law Firm, PA","The Capital Law Firm, PA",WGL Energy,WGL Energy,11/01/20-10/31/21
R002450,"Kress, William Allen","Kress, William Allen","The Capital Law Firm, PA","The Capital Law Firm, PA","Retail Energy Supply Association, The","Retail Energy Supply Association, The",12/09/19-10/31/20
R011139,"Kress, William Allen","Kress, William Allen",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Easton Utilities Commission,Easton Utilities Commission,12/09/21-10/31/22
R002840,"Kress, William Allen","Kress, William Allen","The Capital Law Firm, PA","The Capital Law Firm, PA",WGL Energy,WGL Energy,12/09/19-10/31/20
R011133,"Kress, William Allen","Kress, William Allen",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,01/01/22-10/31/22
R013679,"Kress, William Allen","Kress, William Allen",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,11/01/22-10/31/23
R002845,"Kress, William Allen","Kress, William Allen","The Capital Law Firm, PA","The Capital Law Firm, PA",CUBE Hydro Partnership LLC,CUBE Hydro Partnership LLC,12/09/19-10/31/20
R013676,"Kress, William Allen","Kress, William Allen",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Easton Utilities Commission,Easton Utilities Commission,11/01/22-10/31/23
R011286,"Kuhns, Theresa M","Kuhns, Theresa M",Maryland Realtors,Maryland Realtors,Maryland Association of Realtors,Maryland Association of Realtors,01/05/22-04/15/22
R002756,"Kurtz, Joshua ","Kurtz, Joshua ",The Nature Conservancy,The Nature Conservancy,"Nature Conservancy, The","Nature Conservancy, The",11/01/19-10/31/20
R007442,"Kurtz, Josh ","Kurtz, Josh ",Chesapeake Bay Foundation,Chesapeake Bay Foundation,Chesapeake Bay Foundation,Chesapeake Bay Foundation,02/08/21-10/31/21
R001138,"Lamb, Todd ","Lamb, Todd ","Capitol Strategies, LLC","Capitol Strategies, LLC",Ameresco,Ameresco,11/01/19-10/31/20
R012026,"Lamb, Todd ","Lamb, Todd ","Capitol Strategies, LLC","Capitol Strategies, LLC",Ameresco,Ameresco,06/23/22-10/31/22
R013268,"Lamb, Todd ","Lamb, Todd ","Capitol Strategies, LLC","Capitol Strategies, LLC",Ameresco,Ameresco,11/01/22-10/31/23
R005468,"Lanier, Ivan K.","Lanier, Ivan K.",N/A,N/A,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/20-10/31/21
R005862,"Lanier, Ivan  V.","Lanier, Ivan  V.","Greenwill Consulting Group, LLC","Greenwill Consulting Group, LLC",Direct Energy,Direct Energy,11/01/20-01/07/21
R001518,"Lanier, Ivan K.","Lanier, Ivan K.",N/A,N/A,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/19-10/31/20
R002746,"Lanier, Ivan  V.","Lanier, Ivan  V.","Greenwill Consulting Group, LLC","Greenwill Consulting Group, LLC",Direct Energy,Direct Energy,11/27/19-10/31/20
R008768,"Lanier, Ivan K.","Lanier, Ivan K.","Pepco Holdings, Inc","Pepco Holdings, Inc","Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/21-10/31/22
R005476,"Lanzarotto, Kathryn ","Lanzarotto, Kathryn ",N/A,N/A,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/20-10/31/21
R008767,"Lanzarotto, Kathryn ","Lanzarotto, Kathryn ","Pepco Holdings, Inc","Pepco Holdings, Inc","Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/21-10/31/22
R013103,"Lanzarotto, Kathryn ","Lanzarotto, Kathryn ","Pepco Holdings, Inc","Pepco Holdings, Inc","Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/22-10/31/23
R001521,"Lanzarotto, Kathryn ","Lanzarotto, Kathryn ",N/A,N/A,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/19-10/31/20
R001528,"Lavinson, Melissa ","Lavinson, Melissa ",N/A,N/A,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/19-10/31/20
R007197,"Lewis, Jamal ","Lewis, Jamal ",Green & Healthy Homes Initiative,Green & Healthy Homes Initiative,Green and Healthy Homes Initiative,Green and Healthy Homes Initiative,01/06/21-10/31/21
R008805,"Lindner, Anne M","Lindner, Anne M","Pepco Holdings, Inc","Pepco Holdings, Inc","Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/21-10/31/22
R013102,"Lindner, Anne M","Lindner, Anne M","Pepco Holdings, Inc","Pepco Holdings, Inc","Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/22-10/31/23
R005403,"Lindner, Anne M","Lindner, Anne M",N/A,N/A,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/20-10/31/21
R001532,"Lindner, Anne M","Lindner, Anne M",N/A,N/A,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/19-10/31/20
R015105,"Lininger, Brett Stewart","Lininger, Brett Stewart",Kress Hammen Government Affairs,Kress Hammen Government Affairs,"NRG Energy, Inc.","NRG Energy, Inc.",11/08/22-10/31/23
R002061,"Lininger, Brett Stewart","Lininger, Brett Stewart","Old Line Government Affairs, LLC",Old Line Government Affairs LLC,"NRG Energy, Inc.","NRG Energy, Inc.",11/01/19-10/31/20
R011191,"Lininger, Brett Stewart","Lininger, Brett Stewart",Kress Hammen Government Affairs,Kress Hammen Government Affairs,"NRG Energy, Inc.","NRG Energy, Inc.",01/01/22-10/31/22
R013842,"Lininger, Brett Stewart","Lininger, Brett Stewart",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Easton Utilities Commission,Easton Utilities Commission,11/01/22-10/31/23
R001441,"Lininger, Brett Stewart","Lininger, Brett Stewart","Old Line Government Affairs, LLC",Old Line Government Affairs LLC,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,11/01/19-10/31/20
R005039,"Lininger, Brett Stewart","Lininger, Brett Stewart",Old Line Government Affairs LLC,Old Line Government Affairs LLC,"NRG Energy, Inc.","NRG Energy, Inc.",11/01/20-10/31/21
R011190,"Lininger, Brett Stewart","Lininger, Brett Stewart",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,01/01/22-10/31/22
R011126,"Lininger, Brett Stewart","Lininger, Brett Stewart",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Easton Utilities Commission,Easton Utilities Commission,12/09/21-10/31/22
R014144,"Lininger, Brett Stewart","Lininger, Brett Stewart",Kress Hammen Government Affairs,Kress Hammen Government Affairs,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,11/01/22-10/31/23
R012011,"Lutz, Neil ","Lutz, Neil ","Tanko Streetlighting, Inc.","Tanko Streetlighting, Inc.","Tanko Streetlighting, Inc.","Tanko Streetlighting, Inc.",06/13/22-10/31/22
R008963,"Lynch, Thomas P","Lynch, Thomas P",CI Renewables LLC,CI Renewables LLC,CI Renewables,CI Renewables,11/01/21-10/31/22
R002726,"MacDougall, Mark A.","MacDougall, Mark A.","Southern Maryland Electric Cooperative, Inc.","Southern Maryland Electric Cooperative, Inc.",Southern Maryland Electric Cooperative,Southern Maryland Electric Cooperative,01/10/20-10/31/20
R007307,"MacLeod, Charles D","MacLeod, Charles D","MacLeod Law Group, LLC","MacLeod Law Group, LLC",Clean Chesapeake Coalition,Clean Chesapeake Coalition,01/25/21-10/31/21
R006117,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/20-10/31/21
R002247,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/19-10/31/20
R014822,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/22-10/31/23
R006091,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,Curtis Bay Medical Waste Services,Curtis Bay Medical Waste Services,11/01/20-10/31/21
R010277,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R010325,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,"Wheelabrator Technologies, Inc.","Wheelabrator Technologies, Inc.",11/01/21-10/31/22
R010284,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,Curtis Bay Medical Waste Services,Curtis Bay Medical Waste Services,11/01/21-10/31/22
R014677,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R006783,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,"Wheelabrator Technologies, Inc.","Wheelabrator Technologies, Inc.",11/30/20-10/31/21
R014929,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,"Wheelabrator Technologies, Inc.","Wheelabrator Technologies, Inc.",11/01/22-10/31/23
R010311,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/21-10/31/22
R006086,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R002269,"Malone, Sean R","Malone, Sean R",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/19-10/31/20
R000252,"Manis, Nicholas G","Manis, Nicholas G",Manis Canning & Associates,Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",01/06/20-10/31/20
R002422,"Manis, Nicholas G","Manis, Nicholas G",Manis Canning & Associates,Manis Canning & Associates,Exelon Corporation,Exelon Corporation,12/16/19-10/31/20
R004201,"Manis, Nicholas G","Manis, Nicholas G",Manis Canning & Associates,Manis Canning & Associates,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/20-10/31/21
R008064,"Manis, Nicholas G","Manis, Nicholas G",Manis Canning & Associates,Manis Canning & Associates,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/21-10/31/22
R008061,"Manis, Nicholas G","Manis, Nicholas G",Manis Canning & Associates,Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",11/15/21-10/31/22
R000254,"Manis, Nicholas G","Manis, Nicholas G",Manis Canning & Associates,Manis Canning & Associates,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/19-10/31/20
R004197,"Manis, Nicholas G","Manis, Nicholas G",Manis Canning & Associates,Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",12/07/20-10/31/21
R003649,"Manno, Roger ","Manno, Roger ",Manno & Associates LLC,Manno & Associates LLC,Acoya Energy,Acoya Energy,02/19/20-10/31/20
R000422,"Mansfield, Andrea ","Mansfield, Andrea ",Manis Canning & Associates,Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",01/06/20-10/31/20
R004522,"Mansfield, Andrea ","Mansfield, Andrea ",Manis Canning & Associates,Manis Canning & Associates,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/20-10/31/21
R008257,"Mansfield, Andrea ","Mansfield, Andrea ",Manis Canning & Associates,Manis Canning & Associates,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/21-10/31/22
R002448,"Mansfield, Andrea ","Mansfield, Andrea ",Manis Canning & Associates,Manis Canning & Associates,Exelon Corporation,Exelon Corporation,12/16/19-10/31/20
R000424,"Mansfield, Andrea ","Mansfield, Andrea ",Manis Canning & Associates,Manis Canning & Associates,"Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/19-10/31/20
R004506,"Mansfield, Andrea ","Mansfield, Andrea ",Manis Canning & Associates,Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",12/07/20-10/31/21
R008254,"Mansfield, Andrea ","Mansfield, Andrea ",Manis Canning & Associates,Manis Canning & Associates,"National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",11/15/21-10/31/22
R001293,"Marczyk, Bernie ","Marczyk, Bernie ",Cornerstone Government Affairs,Cornerstone Government Affairs,Dominion Energy,Dominion Energy,11/01/19-09/30/20
R000821,"Marczyk, Bernie ","Marczyk, Bernie ",Cornerstone Government Affairs,Cornerstone Government Affairs,Dominion Energy,Dominion Energy,10/23/19-10/31/19
R011461,"Marczyk, Bernie ","Marczyk, Bernie ",Cornerstone Government Affairs,Cornerstone Government Affairs,"NRG Energy, Inc.","NRG Energy, Inc.",01/14/22-10/31/22
R001135,"Marczyk, Bernie ","Marczyk, Bernie ",Cornerstone Government Affairs,Cornerstone Government Affairs,"Choptank Electric Cooperative, Inc.","Choptank Electric Cooperative, Inc.",11/01/19-10/31/20
R007018,Maryland League of Conservation Voters Education Fund,Maryland League of Conservation Voters Education Fund,"Harbeson, Kristen ","Harbeson, Kristen ",Maryland League of Conservation Voters Education Fund,Maryland League of Conservation Voters Education Fund,01/04/21-10/31/21
R011881,Maryland PIRG Citizen Lobby,Maryland PIRG Citizen Lobby,"Scarr, Emily ","Scarr, Emily ",Maryland PIRG Citizen Lobby,Maryland PIRG Citizen Lobby,03/21/22-10/31/22
R003781,Maryland PIRG Citizen Lobby,Maryland PIRG Citizen Lobby,"Scarr, Emily ","Scarr, Emily ",Maryland PIRG Citizen Lobby,Maryland PIRG Citizen Lobby,03/05/20-10/31/20
R015132,"Mason, Michael ","Mason, Michael ",Providence Strategies LLC,Providence Strategies LLC,Old Dominion Electric Cooperative,Old Dominion Electric Cooperative,11/08/22-10/31/23
R010533,"Mason, Michael ","Mason, Michael ",Providence Strategies LLC,Providence Strategies LLC,Old Dominion Electric Cooperative,Old Dominion Electric Cooperative,11/01/21-10/31/22
R006165,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/20-10/31/21
R002277,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/19-10/31/20
R013205,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R014469,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/22-10/31/23
R011925,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,"Wheelabrator Technologies, Inc.","Wheelabrator Technologies, Inc.",04/19/22-10/31/22
R010078,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/21-10/31/22
R002151,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/19-10/31/20
R006170,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,Curtis Bay Medical Waste Services,Curtis Bay Medical Waste Services,11/01/20-10/31/21
R010025,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R006190,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,"P3 Group, The","P3 Group, The",11/01/20-10/31/21
R014643,"McDonough, Caitlin E","McDonough, Caitlin E",Harris Jones & Malone,Harris Jones & Malone,"Wheelabrator Technologies, Inc.","Wheelabrator Technologies, Inc.",11/01/22-10/31/23
R013009,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/22-10/31/23
R008657,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/21-10/31/22
R012148,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"Carroll Independent Fuel, LLC","Carroll Independent Fuel, LLC",08/30/22-10/31/22
R008628,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/21-10/31/22
R013220,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"Carroll Independent Fuel, LLC","Carroll Independent Fuel, LLC",11/01/22-10/31/23
R008682,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/21-10/31/22
R008626,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/21-10/31/22
R013263,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Public Service Enterprise Group,Public Service Enterprise Group,11/01/22-10/31/23
R013232,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"FirstEnergy, Corp.","FirstEnergy, Corp.",11/01/22-10/31/23
R013236,"McGreevy, Jenna ","McGreevy, Jenna ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/22-10/31/23
R001781,"McLaughlin, Jennifer ","McLaughlin, Jennifer ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Washington Gas,Washington Gas,11/01/19-10/31/20
R000929,"McLaughlin, Jennifer ","McLaughlin, Jennifer ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.","GenOn Mid-Atlantic, Inc.",11/01/19-10/31/20
R000921,"McLaughlin, Jennifer ","McLaughlin, Jennifer ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,Curtis Bay Energy,Curtis Bay Energy,11/01/19-10/31/20
R000928,"McLaughlin, Jennifer ","McLaughlin, Jennifer ",Perry White Ross & Jacobson,Perry White Ross & Jacobson,First Energy Service Company,First Energy Service Company,11/01/19-10/31/20
R006611,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/13/20-10/31/21
R006615,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",11/13/20-10/31/21
R006619,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Utility Scale Solar Energy Coalition,Utility Scale Solar Energy Coalition,11/13/20-10/31/21
R010539,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",11/01/21-08/10/22
R006608,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",American Wind Energy Association,American Wind Energy Association,11/13/20-10/31/21
R002588,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Utility Scale Solar Energy Coalition,Utility Scale Solar Energy Coalition,11/15/19-10/31/20
R011707,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","MD/DC/VA Solar Energy Industries Association, Inc. (MDV-SEIA) dba Chesapeake Solar & Storage Association (CHESSA)","MD/DC/VA Solar Energy Industries Association, Inc. (MDV-SEIA) dba Chesapeake Solar & Storage Association (CHESSA)",02/14/22-08/10/22
R010713,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Utility Scale Solar Energy Coalition,Utility Scale Solar Energy Coalition,11/08/21-08/10/22
R002586,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC","NextEra Energy Resources, LLC",11/15/19-10/31/20
R007655,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",CCAN Action Fund,CCAN Action Fund,03/19/21-10/31/21
R003773,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",American Wind Energy Association,American Wind Energy Association,03/09/20-10/31/20
R010532,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/01/21-08/10/22
R002583,"Meyer, Isaac ","Meyer, Isaac ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/15/19-10/31/20
R008827,"Middleton, Thomas Mac","Middleton, Thomas Mac",Cornerstone Government Affairs,Cornerstone Government Affairs,"NRG Energy, Inc.","NRG Energy, Inc.",10/20/21-10/31/21
R010854,"Middleton, Thomas Mac","Middleton, Thomas Mac",Cornerstone Government Affairs,Cornerstone Government Affairs,"NRG Energy, Inc.","NRG Energy, Inc.",11/01/21-10/31/22
R001656,"Miedusiewski, American Joe ","Miedusiewski, American Joe ",Old Line Government Affairs,Old Line Government Affairs LLC,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,11/01/19-10/31/20
R005060,"Miedusiewski, American Joe ","Miedusiewski, American Joe ",Old Line Government Affairs LLC,Old Line Government Affairs LLC,Brookfield Power US Asset Management LLC,Brookfield Power US Asset Management LLC,11/01/20-10/31/21
R005088,"Miedusiewski, American Joe ","Miedusiewski, American Joe ",Old Line Government Affairs LLC,Old Line Government Affairs LLC,"NRG Energy, Inc.","NRG Energy, Inc.",11/01/20-10/31/21
R002092,"Miedusiewski, American Joe ","Miedusiewski, American Joe ",Old Line Government Affairs,Old Line Government Affairs LLC,"NRG Energy, Inc.","NRG Energy, Inc.",11/01/19-10/31/20
R011241,"Miller, Susan ","Miller, Susan ",Earthjustice,Earthjustice,Earthjustice,Earthjustice,01/01/22-10/31/22
R014869,"Mills, Morgan ","Mills, Morgan ","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),11/01/22-10/31/23
R003596,"Moore, Jacob ","Moore, Jacob ",Greenwill Consulting Group,"Greenwill Consulting Group, LLC","Greenwill Consulting Group, LLC","Greenwill Consulting Group, LLC",02/14/20-10/31/20
R013332,"Morris, Jeannie ","Morris, Jeannie ","Vicinity Energy, LLC","Vicinity Energy, LLC","Vicinity Energy, LLC","Vicinity Energy, LLC",11/01/22-10/31/23
R011776,"Morris, Jeannie ","Morris, Jeannie ","Vicinity Energy, LLC","Vicinity Energy, LLC","Vicinity Energy, LLC","Vicinity Energy, LLC",02/21/22-10/31/22
